"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","ELDLYPOP","TOT","PC_POP","A","2005",15.7047977488792,
"HUN","ELDLYPOP","TOT","PC_POP","A","2006",15.8658987343733,
"HUN","ELDLYPOP","TOT","PC_POP","A","2007",16.0555056008595,
"HUN","ELDLYPOP","TOT","PC_POP","A","2008",16.2587842066286,
"HUN","ELDLYPOP","TOT","PC_POP","A","2009",16.4814344952985,
"HUN","ELDLYPOP","TOT","PC_POP","A","2010",16.6730366539267,
"HUN","ELDLYPOP","TOT","PC_POP","A","2011",16.8044138544872,
"HUN","ELDLYPOP","TOT","PC_POP","A","2012",17.0235487326876,
"HUN","ELDLYPOP","TOT","PC_POP","A","2013",17.3529424548445,
"HUN","ELDLYPOP","TOT","PC_POP","A","2014",17.7167995105846,
"HUN","ELDLYPOP","TOT","PC_POP","A","2015",18.087976003312,
"HUN","ELDLYPOP","TOT","PC_POP","A","2016",18.4674974368317,
"HUN","ELDLYPOP","TOT","PC_POP","A","2017",18.7995589279042,
"HUN","ELDLYPOP","TOT","PC_POP","A","2018",19.1391475439888,
"HUN","ELDLYPOP","TOT","PC_POP","A","2019",19.6097344609259,
"HUN","ELDLYPOP","TOT","PC_POP","A","2020",20.0966179710206,
"ISL","ELDLYPOP","TOT","PC_POP","A","1950",7.52488434038974,
"ISL","ELDLYPOP","TOT","PC_POP","A","1951",7.56651560684102,
"ISL","ELDLYPOP","TOT","PC_POP","A","1952",7.604796903128,
"ISL","ELDLYPOP","TOT","PC_POP","A","1953",7.60683533891447,
"ISL","ELDLYPOP","TOT","PC_POP","A","1954",7.60215722879071,
"ISL","ELDLYPOP","TOT","PC_POP","A","1955",7.61097623590413,
"ISL","ELDLYPOP","TOT","PC_POP","A","1956",7.68170729436302,
"ISL","ELDLYPOP","TOT","PC_POP","A","1957",7.78194530424966,
"ISL","ELDLYPOP","TOT","PC_POP","A","1958",7.88414742714701,
"ISL","ELDLYPOP","TOT","PC_POP","A","1959",7.98660566352543,
"ISL","ELDLYPOP","TOT","PC_POP","A","1960",8.07413440563185,
"ISL","ELDLYPOP","TOT","PC_POP","A","1961",8.18531179480305,
"ISL","ELDLYPOP","TOT","PC_POP","A","1962",8.27192174408913,
"ISL","ELDLYPOP","TOT","PC_POP","A","1963",8.3248944238559,
"ISL","ELDLYPOP","TOT","PC_POP","A","1964",8.36265695856241,
"ISL","ELDLYPOP","TOT","PC_POP","A","1965",8.43123488571651,
"ISL","ELDLYPOP","TOT","PC_POP","A","1966",8.48093757669966,
"ISL","ELDLYPOP","TOT","PC_POP","A","1967",8.49026700946382,
"ISL","ELDLYPOP","TOT","PC_POP","A","1968",8.55737591010834,
"ISL","ELDLYPOP","TOT","PC_POP","A","1969",8.68367999213257,
"ISL","ELDLYPOP","TOT","PC_POP","A","1970",8.80315792563026,
"ISL","ELDLYPOP","TOT","PC_POP","A","1971",8.90009170350172,
"ISL","ELDLYPOP","TOT","PC_POP","A","1972",8.95346112835127,
"ISL","ELDLYPOP","TOT","PC_POP","A","1973",8.99696678535767,
"ISL","ELDLYPOP","TOT","PC_POP","A","1974",9.07130842076894,
"ISL","ELDLYPOP","TOT","PC_POP","A","1975",9.1611843614376,
"ISL","ELDLYPOP","TOT","PC_POP","A","1976",9.29634659847105,
"ISL","ELDLYPOP","TOT","PC_POP","A","1977",9.46794649257668,
"ISL","ELDLYPOP","TOT","PC_POP","A","1978",9.63196249390481,
"ISL","ELDLYPOP","TOT","PC_POP","A","1979",9.769906172752,
"ISL","ELDLYPOP","TOT","PC_POP","A","1980",9.86485953369307,
"ISL","ELDLYPOP","TOT","PC_POP","A","1981",9.90999189623717,
"ISL","ELDLYPOP","TOT","PC_POP","A","1982",9.94163049753052,
"ISL","ELDLYPOP","TOT","PC_POP","A","1983",9.99426102221322,
"ISL","ELDLYPOP","TOT","PC_POP","A","1984",10.0511051915192,
"ISL","ELDLYPOP","TOT","PC_POP","A","1985",10.1524798164112,
"ISL","ELDLYPOP","TOT","PC_POP","A","1986",10.3171633352112,
"ISL","ELDLYPOP","TOT","PC_POP","A","1987",10.4403247323724,
"ISL","ELDLYPOP","TOT","PC_POP","A","1988",10.4715417203905,
"ISL","ELDLYPOP","TOT","PC_POP","A","1989",10.5263574199825,
"ISL","ELDLYPOP","TOT","PC_POP","A","1990",10.6388823483243,
"ISL","ELDLYPOP","TOT","PC_POP","A","1991",10.7275160495743,
"ISL","ELDLYPOP","TOT","PC_POP","A","1992",10.8092992610696,
"ISL","ELDLYPOP","TOT","PC_POP","A","1993",10.9176051264551,
"ISL","ELDLYPOP","TOT","PC_POP","A","1994",11.0498795207897,
"ISL","ELDLYPOP","TOT","PC_POP","A","1995",11.2372741310143,
"ISL","ELDLYPOP","TOT","PC_POP","A","1996",11.4031042920147,
"ISL","ELDLYPOP","TOT","PC_POP","A","1997",11.5121897244864,
"ISL","ELDLYPOP","TOT","PC_POP","A","1998",11.5680042620115,
"ISL","ELDLYPOP","TOT","PC_POP","A","1999",11.575649640931,
"ISL","ELDLYPOP","TOT","PC_POP","A","2000",11.5743243243243,
"ISL","ELDLYPOP","TOT","PC_POP","A","2001",11.6019230094396,
"ISL","ELDLYPOP","TOT","PC_POP","A","2002",11.6716982707049,
"ISL","ELDLYPOP","TOT","PC_POP","A","2003",11.7348595270826,
"ISL","ELDLYPOP","TOT","PC_POP","A","2004",11.7674448861088,
"ISL","ELDLYPOP","TOT","PC_POP","A","2005",11.731719317638,
"ISL","ELDLYPOP","TOT","PC_POP","A","2006",11.631619835146,
"ISL","ELDLYPOP","TOT","PC_POP","A","2007",11.5599533968617,
"ISL","ELDLYPOP","TOT","PC_POP","A","2008",11.5905911708737,
"ISL","ELDLYPOP","TOT","PC_POP","A","2009",11.8118938402077,
"ISL","ELDLYPOP","TOT","PC_POP","A","2010",12.1442316157513,
"ISL","ELDLYPOP","TOT","PC_POP","A","2011",12.4585045656733,
"ISL","ELDLYPOP","TOT","PC_POP","A","2012",12.783928810843,
"ISL","ELDLYPOP","TOT","PC_POP","A","2013",13.0833356498426,
"ISL","ELDLYPOP","TOT","PC_POP","A","2014",13.3759343146628,
"ISL","ELDLYPOP","TOT","PC_POP","A","2015",13.6954458342654,
"ISL","ELDLYPOP","TOT","PC_POP","A","2016",13.9386170196908,
"ISL","ELDLYPOP","TOT","PC_POP","A","2017",14.0393536381876,
"ISL","ELDLYPOP","TOT","PC_POP","A","2018",14.136345337121,
"ISL","ELDLYPOP","TOT","PC_POP","A","2019",14.3125377886498,
"ISL","ELDLYPOP","TOT","PC_POP","A","2020",14.575317495402,
"IRL","ELDLYPOP","TOT","PC_POP","A","1950",10.6803637588414,
"IRL","ELDLYPOP","TOT","PC_POP","A","1951",10.6870229007634,
"IRL","ELDLYPOP","TOT","PC_POP","A","1952",10.7318229537065,
"IRL","ELDLYPOP","TOT","PC_POP","A","1953",10.7765344184469,
"IRL","ELDLYPOP","TOT","PC_POP","A","1954",10.8221134230926,
"IRL","ELDLYPOP","TOT","PC_POP","A","1955",10.8767845527064,
"IRL","ELDLYPOP","TOT","PC_POP","A","1956",10.9228911505951,
"IRL","ELDLYPOP","TOT","PC_POP","A","1957",10.9728624406474,
"IRL","ELDLYPOP","TOT","PC_POP","A","1958",11.0246433203632,
"IRL","ELDLYPOP","TOT","PC_POP","A","1959",11.0767500702839,
"IRL","ELDLYPOP","TOT","PC_POP","A","1960",11.1260195614562,
"IRL","ELDLYPOP","TOT","PC_POP","A","1961",11.1769506440053,
"IRL","ELDLYPOP","TOT","PC_POP","A","1962",11.1833504116462,
"IRL","ELDLYPOP","TOT","PC_POP","A","1963",11.1929824561404,
"IRL","ELDLYPOP","TOT","PC_POP","A","1964",11.1914239821217,
"IRL","ELDLYPOP","TOT","PC_POP","A","1965",11.1934070519508,
"IRL","ELDLYPOP","TOT","PC_POP","A","1966",11.1997226074896,
"IRL","ELDLYPOP","TOT","PC_POP","A","1967",11.1770183122392,
"IRL","ELDLYPOP","TOT","PC_POP","A","1968",11.1565139756885,
"IRL","ELDLYPOP","TOT","PC_POP","A","1969",11.1445371256666,
"IRL","ELDLYPOP","TOT","PC_POP","A","1970",11.1359707108716,
"IRL","ELDLYPOP","TOT","PC_POP","A","1971",11.0771607010946,
"IRL","ELDLYPOP","TOT","PC_POP","A","1972",11.0302869990742,
"IRL","ELDLYPOP","TOT","PC_POP","A","1973",10.9860071591279,
"IRL","ELDLYPOP","TOT","PC_POP","A","1974",10.938250264093,
"IRL","ELDLYPOP","TOT","PC_POP","A","1975",10.8900919048219,
"IRL","ELDLYPOP","TOT","PC_POP","A","1976",10.8494950120825,
"IRL","ELDLYPOP","TOT","PC_POP","A","1977",10.8102325865705,
"IRL","ELDLYPOP","TOT","PC_POP","A","1978",10.7694628847314,
"IRL","ELDLYPOP","TOT","PC_POP","A","1979",10.7327355857728,
"IRL","ELDLYPOP","TOT","PC_POP","A","1980",10.7262569832402,
"IRL","ELDLYPOP","TOT","PC_POP","A","1981",10.7161526398327,
"IRL","ELDLYPOP","TOT","PC_POP","A","1982",10.7413793103448,
"IRL","ELDLYPOP","TOT","PC_POP","A","1983",10.7676940639269,
"IRL","ELDLYPOP","TOT","PC_POP","A","1984",10.7877585718334,
"IRL","ELDLYPOP","TOT","PC_POP","A","1985",10.8135593220339,
"IRL","ELDLYPOP","TOT","PC_POP","A","1986",10.856916906739,
"IRL","ELDLYPOP","TOT","PC_POP","A","1987",10.9460031016495,
"IRL","ELDLYPOP","TOT","PC_POP","A","1988",11.1366018070071,
"IRL","ELDLYPOP","TOT","PC_POP","A","1989",11.3235503632996,
"IRL","ELDLYPOP","TOT","PC_POP","A","1990",11.4096639853956,
"IRL","ELDLYPOP","TOT","PC_POP","A","1991",11.4275179396999,
"IRL","ELDLYPOP","TOT","PC_POP","A","1992",11.4165142776762,
"IRL","ELDLYPOP","TOT","PC_POP","A","1993",11.4154612349962,
"IRL","ELDLYPOP","TOT","PC_POP","A","1994",11.3946289634401,
"IRL","ELDLYPOP","TOT","PC_POP","A","1995",11.4208757948519,
"IRL","ELDLYPOP","TOT","PC_POP","A","1996",11.414011853549,
"IRL","ELDLYPOP","TOT","PC_POP","A","1997",11.3597282764873,
"IRL","ELDLYPOP","TOT","PC_POP","A","1998",11.3478448492364,
"IRL","ELDLYPOP","TOT","PC_POP","A","1999",11.2762107168314,
"IRL","ELDLYPOP","TOT","PC_POP","A","2000",11.2068073769454,
"IRL","ELDLYPOP","TOT","PC_POP","A","2001",11.172079003992,
"IRL","ELDLYPOP","TOT","PC_POP","A","2002",11.1304162689552,
"IRL","ELDLYPOP","TOT","PC_POP","A","2003",11.1035508095399,
"IRL","ELDLYPOP","TOT","PC_POP","A","2004",11.1166897558284,
"IRL","ELDLYPOP","TOT","PC_POP","A","2005",11.1006016441376,
"IRL","ELDLYPOP","TOT","PC_POP","A","2006",10.9230275301098,
"IRL","ELDLYPOP","TOT","PC_POP","A","2007",10.764122653423,
"IRL","ELDLYPOP","TOT","PC_POP","A","2008",10.7856510600726,
"IRL","ELDLYPOP","TOT","PC_POP","A","2009",11.0050414755388,
"IRL","ELDLYPOP","TOT","PC_POP","A","2010",11.3080087811375,
"IRL","ELDLYPOP","TOT","PC_POP","A","2011",11.619147834876,
"IRL","ELDLYPOP","TOT","PC_POP","A","2012",11.9741680829188,
"IRL","ELDLYPOP","TOT","PC_POP","A","2013",12.3342757627904,
"IRL","ELDLYPOP","TOT","PC_POP","A","2014",12.6895191844045,
"IRL","ELDLYPOP","TOT","PC_POP","A","2015",13.0182962664473,
"IRL","ELDLYPOP","TOT","PC_POP","A","2016",13.2890412412701,
"IRL","ELDLYPOP","TOT","PC_POP","A","2017",13.5603204179873,
"IRL","ELDLYPOP","TOT","PC_POP","A","2018",13.8637002356386,
"IRL","ELDLYPOP","TOT","PC_POP","A","2019",14.1478119661176,
"IRL","ELDLYPOP","TOT","PC_POP","A","2020",14.4680913473042,
"ITA","ELDLYPOP","TOT","PC_POP","A","1950",8.25760852034629,
"ITA","ELDLYPOP","TOT","PC_POP","A","1951",8.32446636001139,
"ITA","ELDLYPOP","TOT","PC_POP","A","1952",8.26776708451579,
"ITA","ELDLYPOP","TOT","PC_POP","A","1953",8.39030965598849,
"ITA","ELDLYPOP","TOT","PC_POP","A","1954",8.53307662439618,
"ITA","ELDLYPOP","TOT","PC_POP","A","1955",8.68431838129174,
"ITA","ELDLYPOP","TOT","PC_POP","A","1956",8.78844836929543,
"ITA","ELDLYPOP","TOT","PC_POP","A","1957",8.89571570001824,
"ITA","ELDLYPOP","TOT","PC_POP","A","1958",9.0322262344358,
"ITA","ELDLYPOP","TOT","PC_POP","A","1959",9.17989141243758,
"ITA","ELDLYPOP","TOT","PC_POP","A","1960",9.3091953618626,
"ITA","ELDLYPOP","TOT","PC_POP","A","1961",9.456553307049,
"ITA","ELDLYPOP","TOT","PC_POP","A","1962",9.60563592769668,
"ITA","ELDLYPOP","TOT","PC_POP","A","1963",9.70480198631322,
"ITA","ELDLYPOP","TOT","PC_POP","A","1964",9.81923392637108,
"ITA","ELDLYPOP","TOT","PC_POP","A","1965",9.96766485386493,
"ITA","ELDLYPOP","TOT","PC_POP","A","1966",10.1311879479635,
"ITA","ELDLYPOP","TOT","PC_POP","A","1967",10.3162992415772,
"ITA","ELDLYPOP","TOT","PC_POP","A","1968",10.4890927404324,
"ITA","ELDLYPOP","TOT","PC_POP","A","1969",10.6654782725834,
"ITA","ELDLYPOP","TOT","PC_POP","A","1970",10.8933057197383,
"ITA","ELDLYPOP","TOT","PC_POP","A","1971",11.1598476333844,
"ITA","ELDLYPOP","TOT","PC_POP","A","1972",11.4002513178002,
"ITA","ELDLYPOP","TOT","PC_POP","A","1973",11.6092162383778,
"ITA","ELDLYPOP","TOT","PC_POP","A","1974",11.8271622277057,
"ITA","ELDLYPOP","TOT","PC_POP","A","1975",12.045547736252,
"ITA","ELDLYPOP","TOT","PC_POP","A","1976",12.2517488250621,
"ITA","ELDLYPOP","TOT","PC_POP","A","1977",12.4677423935099,
"ITA","ELDLYPOP","TOT","PC_POP","A","1978",12.7122321229283,
"ITA","ELDLYPOP","TOT","PC_POP","A","1979",12.9492992884126,
"ITA","ELDLYPOP","TOT","PC_POP","A","1980",13.1477536648378,
"ITA","ELDLYPOP","TOT","PC_POP","A","1981",13.2290434439164,
"ITA","ELDLYPOP","TOT","PC_POP","A","1982",13.157559876116,
"ITA","ELDLYPOP","TOT","PC_POP","A","1983",12.9896915491027,
"ITA","ELDLYPOP","TOT","PC_POP","A","1984",12.8895261671148,
"ITA","ELDLYPOP","TOT","PC_POP","A","1985",13.065974332193,
"ITA","ELDLYPOP","TOT","PC_POP","A","1986",13.4189128777772,
"ITA","ELDLYPOP","TOT","PC_POP","A","1987",13.7817777116316,
"ITA","ELDLYPOP","TOT","PC_POP","A","1988",14.1549364295403,
"ITA","ELDLYPOP","TOT","PC_POP","A","1989",14.529164763456,
"ITA","ELDLYPOP","TOT","PC_POP","A","1990",14.8976575655396,
"ITA","ELDLYPOP","TOT","PC_POP","A","1991",15.2714952655039,
"ITA","ELDLYPOP","TOT","PC_POP","A","1992",15.6425406250653,
"ITA","ELDLYPOP","TOT","PC_POP","A","1993",15.9873615175075,
"ITA","ELDLYPOP","TOT","PC_POP","A","1994",16.3177835949292,
"ITA","ELDLYPOP","TOT","PC_POP","A","1995",16.6867897627943,
"ITA","ELDLYPOP","TOT","PC_POP","A","1996",17.0613496286221,
"ITA","ELDLYPOP","TOT","PC_POP","A","1997",17.3786263408266,
"ITA","ELDLYPOP","TOT","PC_POP","A","1998",17.6723781631225,
"ITA","ELDLYPOP","TOT","PC_POP","A","1999",17.9650893076073,
"ITA","ELDLYPOP","TOT","PC_POP","A","2000",18.2709270264459,
"ITA","ELDLYPOP","TOT","PC_POP","A","2001",18.5692620822839,
"ITA","ELDLYPOP","TOT","PC_POP","A","2002",18.8447072256644,
"ITA","ELDLYPOP","TOT","PC_POP","A","2003",19.0872407304306,
"ITA","ELDLYPOP","TOT","PC_POP","A","2004",19.3474226353803,
"ITA","ELDLYPOP","TOT","PC_POP","A","2005",19.6634434240742,
"ITA","ELDLYPOP","TOT","PC_POP","A","2006",19.9419149322319,
"ITA","ELDLYPOP","TOT","PC_POP","A","2007",20.1052357888005,
"ITA","ELDLYPOP","TOT","PC_POP","A","2008",20.2013241316256,
"ITA","ELDLYPOP","TOT","PC_POP","A","2009",20.3054897270873,
"ITA","ELDLYPOP","TOT","PC_POP","A","2010",20.4016566397638,
"ITA","ELDLYPOP","TOT","PC_POP","A","2011",20.6355309967654,
"ITA","ELDLYPOP","TOT","PC_POP","A","2012",20.9836603640167,
"ITA","ELDLYPOP","TOT","PC_POP","A","2013",21.3230267283835,
"ITA","ELDLYPOP","TOT","PC_POP","A","2014",21.684776975761,
"ITA","ELDLYPOP","TOT","PC_POP","A","2015",22.0015876247159,
"ITA","ELDLYPOP","TOT","PC_POP","A","2016",22.2764983643077,
"ITA","ELDLYPOP","TOT","PC_POP","A","2017",22.5217322669245,
"ITA","ELDLYPOP","TOT","PC_POP","A","2018",22.7618782409656,
"ITA","ELDLYPOP","TOT","PC_POP","A","2019",23.064394582893,
"ITA","ELDLYPOP","TOT","PC_POP","A","2020",23.3661825433868,
"JPN","ELDLYPOP","TOT","PC_POP","A","1950",4.94032759032285,
"JPN","ELDLYPOP","TOT","PC_POP","A","1951",4.94111143609242,
"JPN","ELDLYPOP","TOT","PC_POP","A","1952",5.01319758107736,
"JPN","ELDLYPOP","TOT","PC_POP","A","1953",5.08608918393775,
"JPN","ELDLYPOP","TOT","PC_POP","A","1954",5.20446001031151,
"JPN","ELDLYPOP","TOT","PC_POP","A","1955",5.31352684139012,
"JPN","ELDLYPOP","TOT","PC_POP","A","1956",5.36378802532091,
"JPN","ELDLYPOP","TOT","PC_POP","A","1957",5.41808245153275,
"JPN","ELDLYPOP","TOT","PC_POP","A","1958",5.50346897571825,
"JPN","ELDLYPOP","TOT","PC_POP","A","1959",5.60138909681973,
"JPN","ELDLYPOP","TOT","PC_POP","A","1960",5.72417189468733,
"JPN","ELDLYPOP","TOT","PC_POP","A","1961",5.83258318361858,
"JPN","ELDLYPOP","TOT","PC_POP","A","1962",5.98039901339411,
"JPN","ELDLYPOP","TOT","PC_POP","A","1963",6.06666804017512,
"JPN","ELDLYPOP","TOT","PC_POP","A","1964",6.18591988584242,
"JPN","ELDLYPOP","TOT","PC_POP","A","1965",6.28532430435314,
"JPN","ELDLYPOP","TOT","PC_POP","A","1966",6.47753005661245,
"JPN","ELDLYPOP","TOT","PC_POP","A","1967",6.64601413811854,
"JPN","ELDLYPOP","TOT","PC_POP","A","1968",6.7987300438961,
"JPN","ELDLYPOP","TOT","PC_POP","A","1969",6.92293919278005,
"JPN","ELDLYPOP","TOT","PC_POP","A","1970",7.06375571678949,
"JPN","ELDLYPOP","TOT","PC_POP","A","1971",7.19463336475024,
"JPN","ELDLYPOP","TOT","PC_POP","A","1972",7.34105859937729,
"JPN","ELDLYPOP","TOT","PC_POP","A","1973",7.50129051180525,
"JPN","ELDLYPOP","TOT","PC_POP","A","1974",7.68040299168875,
"JPN","ELDLYPOP","TOT","PC_POP","A","1975",7.92296434248946,
"JPN","ELDLYPOP","TOT","PC_POP","A","1976",8.13646170442287,
"JPN","ELDLYPOP","TOT","PC_POP","A","1977",8.3755012481934,
"JPN","ELDLYPOP","TOT","PC_POP","A","1978",8.61458112683393,
"JPN","ELDLYPOP","TOT","PC_POP","A","1979",8.87735784081615,
"JPN","ELDLYPOP","TOT","PC_POP","A","1980",9.10086362598671,
"JPN","ELDLYPOP","TOT","PC_POP","A","1981",9.33922494953436,
"JPN","ELDLYPOP","TOT","PC_POP","A","1982",9.56310305909305,
"JPN","ELDLYPOP","TOT","PC_POP","A","1983",9.76926030651854,
"JPN","ELDLYPOP","TOT","PC_POP","A","1984",9.94460579360791,
"JPN","ELDLYPOP","TOT","PC_POP","A","1985",10.3035745307705,
"JPN","ELDLYPOP","TOT","PC_POP","A","1986",10.5780963340457,
"JPN","ELDLYPOP","TOT","PC_POP","A","1987",10.8965591996008,
"JPN","ELDLYPOP","TOT","PC_POP","A","1988",11.2277950222005,
"JPN","ELDLYPOP","TOT","PC_POP","A","1989",11.6109321861937,
"JPN","ELDLYPOP","TOT","PC_POP","A","1990",12.0792808306712,
"JPN","ELDLYPOP","TOT","PC_POP","A","1991",12.5619302020129,
"JPN","ELDLYPOP","TOT","PC_POP","A","1992",13.051097000008,
"JPN","ELDLYPOP","TOT","PC_POP","A","1993",13.5432398469641,
"JPN","ELDLYPOP","TOT","PC_POP","A","1994",14.0641527960723,
"JPN","ELDLYPOP","TOT","PC_POP","A","1995",14.5566060291066,
"JPN","ELDLYPOP","TOT","PC_POP","A","1996",15.109064545859,
"JPN","ELDLYPOP","TOT","PC_POP","A","1997",15.6615165734033,
"JPN","ELDLYPOP","TOT","PC_POP","A","1998",16.2121989785431,
"JPN","ELDLYPOP","TOT","PC_POP","A","1999",16.7225991822301,
"JPN","ELDLYPOP","TOT","PC_POP","A","2000",17.3668950932238,
"JPN","ELDLYPOP","TOT","PC_POP","A","2001",17.9643494041213,
"JPN","ELDLYPOP","TOT","PC_POP","A","2002",18.5420018048417,
"JPN","ELDLYPOP","TOT","PC_POP","A","2003",19.0504548695727,
"JPN","ELDLYPOP","TOT","PC_POP","A","2004",19.4820146138605,
"JPN","ELDLYPOP","TOT","PC_POP","A","2005",20.1623162370382,
"JPN","ELDLYPOP","TOT","PC_POP","A","2006",20.8220662754955,
"JPN","ELDLYPOP","TOT","PC_POP","A","2007",21.4949155623417,
"JPN","ELDLYPOP","TOT","PC_POP","A","2008",22.0979238930464,
"JPN","ELDLYPOP","TOT","PC_POP","A","2009",22.7486390577245,
"JPN","ELDLYPOP","TOT","PC_POP","A","2010",23.0237971811255,
"JPN","ELDLYPOP","TOT","PC_POP","A","2011",23.2800724043926,
"JPN","ELDLYPOP","TOT","PC_POP","A","2012",24.1481341673134,
"JPN","ELDLYPOP","TOT","PC_POP","A","2013",25.0569364934535,
"JPN","ELDLYPOP","TOT","PC_POP","A","2014",25.9660114990001,
"JPN","ELDLYPOP","TOT","PC_POP","A","2015",26.6478122285858,
"JPN","ELDLYPOP","TOT","PC_POP","A","2016",27.251127076938,
"JPN","ELDLYPOP","TOT","PC_POP","A","2017",27.7427625686223,
"JPN","ELDLYPOP","TOT","PC_POP","A","2018",28.137411602587,
"JPN","ELDLYPOP","TOT","PC_POP","A","2019",28.4423896819633,
"JPN","ELDLYPOP","TOT","PC_POP","A","2020",28.7889394469723,
"KOR","ELDLYPOP","TOT","PC_POP","A","1950",2.86809067976196,
"KOR","ELDLYPOP","TOT","PC_POP","A","1951",2.95770651181536,
"KOR","ELDLYPOP","TOT","PC_POP","A","1952",3.05991464733049,
"KOR","ELDLYPOP","TOT","PC_POP","A","1953",3.15452959612087,
"KOR","ELDLYPOP","TOT","PC_POP","A","1954",3.22204107111429,
"KOR","ELDLYPOP","TOT","PC_POP","A","1955",3.25586890814985,
"KOR","ELDLYPOP","TOT","PC_POP","A","1956",3.31916474572147,
"KOR","ELDLYPOP","TOT","PC_POP","A","1957",3.3496374218424,
"KOR","ELDLYPOP","TOT","PC_POP","A","1958",3.35946631211351,
"KOR","ELDLYPOP","TOT","PC_POP","A","1959",3.36299506786301,
"KOR","ELDLYPOP","TOT","PC_POP","A","1960",2.9043624567584,
"KOR","ELDLYPOP","TOT","PC_POP","A","1961",2.91426891896051,
"KOR","ELDLYPOP","TOT","PC_POP","A","1962",2.95219369494924,
"KOR","ELDLYPOP","TOT","PC_POP","A","1963",2.99382134241067,
"KOR","ELDLYPOP","TOT","PC_POP","A","1964",3.02004830948085,
"KOR","ELDLYPOP","TOT","PC_POP","A","1965",3.06947572370966,
"KOR","ELDLYPOP","TOT","PC_POP","A","1966",3.14800755860996,
"KOR","ELDLYPOP","TOT","PC_POP","A","1967",3.07963400994916,
"KOR","ELDLYPOP","TOT","PC_POP","A","1968",3.02525411418566,
"KOR","ELDLYPOP","TOT","PC_POP","A","1969",3.00702194180077,
"KOR","ELDLYPOP","TOT","PC_POP","A","1970",3.07469780474304,
"KOR","ELDLYPOP","TOT","PC_POP","A","1971",3.206923007305,
"KOR","ELDLYPOP","TOT","PC_POP","A","1972",3.117878947654,
"KOR","ELDLYPOP","TOT","PC_POP","A","1973",3.15881093561184,
"KOR","ELDLYPOP","TOT","PC_POP","A","1974",3.22985532279731,
"KOR","ELDLYPOP","TOT","PC_POP","A","1975",3.45074257969472,
"KOR","ELDLYPOP","TOT","PC_POP","A","1976",3.52068340444598,
"KOR","ELDLYPOP","TOT","PC_POP","A","1977",3.59597212936083,
"KOR","ELDLYPOP","TOT","PC_POP","A","1978",3.67106280541483,
"KOR","ELDLYPOP","TOT","PC_POP","A","1979",3.7430947042588,
"KOR","ELDLYPOP","TOT","PC_POP","A","1980",3.81922566692307,
"KOR","ELDLYPOP","TOT","PC_POP","A","1981",3.86893940301702,
"KOR","ELDLYPOP","TOT","PC_POP","A","1982",3.96531821715881,
"KOR","ELDLYPOP","TOT","PC_POP","A","1983",4.04539638449654,
"KOR","ELDLYPOP","TOT","PC_POP","A","1984",4.14200074860251,
"KOR","ELDLYPOP","TOT","PC_POP","A","1985",4.2686367879973,
"KOR","ELDLYPOP","TOT","PC_POP","A","1986",4.36926831614187,
"KOR","ELDLYPOP","TOT","PC_POP","A","1987",4.50829363247864,
"KOR","ELDLYPOP","TOT","PC_POP","A","1988",4.66762263798645,
"KOR","ELDLYPOP","TOT","PC_POP","A","1989",4.8363522395961,
"KOR","ELDLYPOP","TOT","PC_POP","A","1990",5.12041220750065,
"KOR","ELDLYPOP","TOT","PC_POP","A","1991",5.23479419574746,
"KOR","ELDLYPOP","TOT","PC_POP","A","1992",5.36220635832133,
"KOR","ELDLYPOP","TOT","PC_POP","A","1993",5.5142290144404,
"KOR","ELDLYPOP","TOT","PC_POP","A","1994",5.69535011560981,
"KOR","ELDLYPOP","TOT","PC_POP","A","1995",5.89149652991526,
"KOR","ELDLYPOP","TOT","PC_POP","A","1996",6.13926762056828,
"KOR","ELDLYPOP","TOT","PC_POP","A","1997",6.37450009335508,
"KOR","ELDLYPOP","TOT","PC_POP","A","1998",6.63055707621723,
"KOR","ELDLYPOP","TOT","PC_POP","A","1999",6.91507032987358,
"KOR","ELDLYPOP","TOT","PC_POP","A","2000",7.2219366568463,
"KOR","ELDLYPOP","TOT","PC_POP","A","2001",7.53834206696012,
"KOR","ELDLYPOP","TOT","PC_POP","A","2002",7.88533071103595,
"KOR","ELDLYPOP","TOT","PC_POP","A","2003",8.22650307470946,
"KOR","ELDLYPOP","TOT","PC_POP","A","2004",8.59003040169339,
"KOR","ELDLYPOP","TOT","PC_POP","A","2005",8.96716066376531,
"KOR","ELDLYPOP","TOT","PC_POP","A","2006",9.3434632253342,
"KOR","ELDLYPOP","TOT","PC_POP","A","2007",9.77880083653567,
"KOR","ELDLYPOP","TOT","PC_POP","A","2008",10.1694459174031,
"KOR","ELDLYPOP","TOT","PC_POP","A","2009",10.4991143902384,
"KOR","ELDLYPOP","TOT","PC_POP","A","2010",10.8287865192701,
"KOR","ELDLYPOP","TOT","PC_POP","A","2011",11.044353846969,
"KOR","ELDLYPOP","TOT","PC_POP","A","2012",11.4875416069445,
"KOR","ELDLYPOP","TOT","PC_POP","A","2013",11.9428737013918,
"KOR","ELDLYPOP","TOT","PC_POP","A","2014",12.3695354998641,
"KOR","ELDLYPOP","TOT","PC_POP","A","2015",12.822061738102,
"KOR","ELDLYPOP","TOT","PC_POP","A","2016",13.1928403879409,
